,spotify_id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity
9304,3EQjXzlXY0dyOovq0Awe91,"HÀO QUANG (feat. RHYDER, Dương Domic & Pháp Kiều)","ANH TRAI ""SAY HI"", RHYDER, Dương Domic, Pháp Kiều",0.529,0.394,1,-6.987,1,0.0413,0.763,0.0,0.291,0.649,131.018,4,
9305,193luTcDfusSUv3yqs1gGj,"CATCH ME IF YOU CAN (feat. Quang Hùng MasterD, Negav, Công Dương & Nicky)","ANH TRAI ""SAY HI"", Quang Hùng MasterD, Negav, Công Dương, NICKY",0.461,0.807,11,-4.837,0,0.0694,0.0626,0.0,0.21,0.439,120.006,4,
9306,2SmnoPHetB88xJwC6HJHGv,"LOVE SAND (feat. HIEUTHUHAI, JSOL, Ali Hoàng Dương & Vũ Thịnh)","ANH TRAI ""SAY HI"", HIEUTHUHAI, JSOL, Ali Hoàng Dương, Vũ Thịnh",0.784,0.582,8,-4.629,0,0.0502,0.411,0.0,0.112,0.443,122.995,4,
9307,6s9xQXSKc8tYMe1ZH5aiYs,"ĐẦU ĐỘI SỪNG (feat. Quân A.P, HURRYKNG & Hùng Huỳnh)","ANH TRAI ""SAY HI"", Quân A.P, HURRYKNG, Hùng Huỳnh",0.803,0.551,3,-5.483,1,0.0867,0.722,0.0,0.3,0.699,110.133,4,
9308,7KhdmSkSsouQhiSCFad0Ou,escala en Panamá,Danny Ocean,0.72,0.746,6,-5.577,1,0.0498,0.0106,0.0,0.089,0.0676,106.97,4,
9309,6gV8ALkSHfJi7Bprabr1FC,Inocente,"Roze Oficial, Peipper",0.615,0.728,11,-4.136,1,0.0752,0.485,0.0,0.0672,0.84,89.681,4,
9310,5kbX6QlSDGgprK3jVuxGt7,Aynalı Kemer,Barış Manço,0.5,0.432,2,-11.813,0,0.18,0.244,0.0,0.126,0.407,88.848,4,
9311,7gdRZLMXECnJ8HnZYm5N23,ภาพเรา (Good Quality Picture) - Ost. บัส ซิ่ง ไทยแลนด์,BUS,0.577,0.697,9,-4.365,1,0.0602,0.453,0.0,0.102,0.486,176.063,4,
9312,64Wx8rvZgTwXgoVrapW1mj,Rockstar - Instrumental,LISA,0.769,0.453,8,-6.89,1,0.106,0.0203,0.0314,0.06,0.288,139.987,4,
9313,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",0.647,0.686,3,-5.745,0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4,
9314,4ZlXMudBkzL4izYJzY7xBU,Wells Fargo,"Vibez Inc, Tml Vibez",0.413,0.861,6,-7.101,1,0.0843,0.0689,0.0,0.138,0.468,85.3,3,
9315,55nKxeuQ63YLqhtxPWMCgN,"APALA DISCO (feat. Wizkid, Seyi Vibez & Terry Apala) - Remix","DJ Tunez, Wizkid, Seyi Vibez, Terry Apala",0.77,0.656,4,-8.798,0,0.133,0.299,0.0,0.0597,0.874,97.951,4,
9316,61OsemtnuPJ5R0LMEkw60S,Entre las de 20,"Bizarrap, Natanael Cano",0.774,0.736,7,-6.157,0,0.0452,0.0933,0.0,0.112,0.685,135.788,3,
9317,6bQftLbIxlg6uMXEL77h1a,Mahboul Ana,Lazaro,0.523,0.709,9,-9.403,1,0.0928,0.191,8.86e-06,0.109,0.588,143.969,4,
9318,1NX01FX2qfiYn4oRrY9Ggu,Black Water,The Atomica Project,0.554,0.271,3,-14.077,0,0.0388,0.786,0.639,0.121,0.122,135.832,3,
9319,3qasOxDXbkTvy9NXasLjRd,When You Say a,Sinusstøv,0.631,0.816,6,-6.179,1,0.0307,0.032,0.0306,0.101,0.351,119.963,4,
9320,2JZJYzawCZz7NFWS4NpxwI,All or Nothing,Mama Crow,0.315,0.416,1,-10.91,1,0.0379,0.614,5.29e-05,0.0936,0.299,75.141,4,
9321,0ShUHmWaz48KgyjaOG7Tpv,ビビデバ,Hoshimachi Suisei,0.667,0.818,6,-6.661,1,0.0457,0.0145,5.74e-06,0.0781,0.919,119.97,4,
9322,5v1yAVGillOAN3yqJ6pmPL,PROMOTION,"¥$, Kanye West, Ty Dolla $ign",0.775,0.316,9,-11.591,1,0.447,0.262,0.0,0.0853,0.268,157.022,4,
9323,1AIbZL0CDlzTJ1Bv4kBP4G,SLIDE,"¥$, Kanye West, Ty Dolla $ign",0.749,0.802,10,-5.78,0,0.0858,0.0258,0.0,0.118,0.443,107.996,4,
9324,2wlkl35Mz8q7rSlHF6ZxQ7,Annan Hring,"PATR!K, Herbert Guðmundsson, Bomarz",0.589,0.863,5,-7.454,1,0.102,0.0299,0.0,0.349,0.827,169.951,4,
9325,3GAakFyEFST6xI7aVaI2zh,G Stands for Geezer,Plenty In The Tank,0.8,0.48,1,-15.468,0,0.374,0.447,2.44e-06,0.519,0.48,134.908,4,
9326,70xt0VZFShxSbfhTg3NcmF,Don't Turn The Bass Down,"L'Entourloop, Azahriah",0.738,0.45,0,-7.726,0,0.442,0.271,3.16e-05,0.109,0.688,79.654,4,
9327,0DWdj2oZMBFSzRsi2Cvfzf,TQG,"KAROL G, Shakira",0.587,0.647,4,-3.385,0,0.327,0.619,0.0,0.106,0.686,90.123,4,
9328,6YO3wxivgRbms3OrqvfnXY,Godthåbsvej,URO,0.698,0.603,0,-6.432,1,0.0323,0.104,0.0,0.174,0.352,130.003,4,
9329,2AfkO7eCM0UvVAXpVQWNBi,god dag,"andreas odbjerg, Lamin, Ida Laurberg",0.8,0.631,10,-5.746,1,0.073,0.0125,0.0,0.0783,0.887,149.978,4,
9330,2OLLAyKFh6o550MtOXDmtB,Verknallt in einen Talahon,Butterbro,0.663,0.68,0,-5.069,1,0.0487,0.283,0.0,0.294,0.815,123.206,4,
9331,4awSm1QqlLxMW58vi428bq,Minnie <3,"Kidd Voodoo, Daiko 02",0.708,0.889,0,-2.883,0,0.045,0.318,0.0,0.294,0.771,98.067,4,
9332,6ifISefylcgPQksE0gmcVY,A Última Dança,Matuê,0.597,0.857,7,-3.023,0,0.0325,0.0547,0.000182,0.474,0.0942,150.103,4,
9333,7tcO4ICvtftGWI19MnUJXM,Honey Babe,Matuê,0.398,0.845,4,-1.656,0,0.0901,0.115,0.0,0.245,0.228,139.81,4,
9334,76LJNZFUi9NOGkpZnIIRVX,Beautiful nightmare (interlude),AMEE,0.603,0.515,2,-10.628,0,0.0479,0.744,0.619,0.236,0.279,109.958,4,
9335,5NNq3XWctTpeywNXk7gXSp,Dale Don Dale,anybxr fuhrxr,0.801,0.721,0,-3.454,1,0.0618,0.161,3.95e-05,0.0494,0.545,121.966,4,
9336,3XTvetIFJn7H8mOYp4yGgP,VALIDARE,"Oscar, IDK, Yakki",0.829,0.708,8,-5.632,1,0.142,0.104,0.0,0.108,0.184,101.994,4,
9337,5iQbpxi3Oquf2ELA6vIFur,5 milionów influencerek,Chivas,0.544,0.664,7,-8.565,1,0.0352,0.403,0.0,0.0969,0.656,149.927,4,
9338,1kW728xFsRBvunN1yiTsNf,Ilashe,"Ruger, Bnxn",0.811,0.754,8,-6.868,0,0.0603,0.0372,0.000247,0.119,0.451,115.02,4,
9339,1jx4M4EiNJWh3aRvfXXwla,Þúsund hjörtu,Emmsjé Gauti,0.678,0.639,6,-8.298,1,0.049,0.0684,7.08e-06,0.0736,0.223,150.037,4,
9340,7lgDYZtDYVkFbeZoquzVFS,Slow Down,A$hy Baby,0.844,0.623,1,-9.79,1,0.271,0.0763,0.0,0.131,0.562,126.657,5,
9341,0hPIuo3qZgyjDKJTI7xu8A,Bunga Abadi,Rio Clappy,0.436,0.413,1,-8.512,0,0.0257,0.462,0.00201,0.116,0.268,79.039,4,
9342,3mzSzoAPvteMqisimpJf4b,Arga,"Light, Trannos",0.744,0.597,2,-7.697,0,0.0532,0.392,0.0,0.261,0.508,97.992,4,
9343,0m0EGs9EklyrLpsWlw38F1,Vroum Vroum,"Trannos, Corle",0.761,0.68,1,-7.902,1,0.184,0.108,0.0,0.135,0.359,160.02,4,
9344,364qZBjyGTwjNbUxnq1djj,Déjenme Hacer Dinero,"Edicion Especial, Grupo Marca Registrada, La Ventaja, Código FN",0.776,0.724,2,-6.332,1,0.0504,0.145,0.0,0.0943,0.634,101.448,3,
9345,4xEYeY9OSYP7c8dSwlpBFD,Só Vou Namorar,"Mc Daniel, MC Ryan SP, Kotim, Blakbone",0.57,0.692,0,-2.111,0,0.0487,0.385,0.0,0.0663,0.687,81.43,5,
9346,5btaxbk6nG46VQTyLpBxTu,"Топ, топ, топ","Toni Storaro, Kiril Kirilov, Alisia",0.829,0.857,2,-5.552,1,0.0505,0.0784,2.28e-06,0.0743,0.306,135.024,4,
9347,5YU6E3o8PGh6MoqVIyOBih,LET'S GO,Jaden Bojsen,0.8,0.715,1,-6.79,0,0.0861,0.016,0.545,0.122,0.597,128.997,4,
9348,7EASmjkD3fAMypq49FCLNY,Tumba,Thomy DJ,0.871,0.728,1,-5.79,1,0.0663,0.0483,4.45e-06,0.0502,0.703,99.972,4,
9349,0r7Z4UhoyynuMZcDF1VUTf,Dale Don Dale,Resital,0.799,0.734,0,-3.954,1,0.0559,0.155,8.46e-05,0.0527,0.552,121.957,4,
9350,2TboIe90FL9Pc7I7Qf11UV,OF OF OF,iwhinky nora birkan,0.856,0.665,6,-9.311,1,0.266,0.236,0.0,0.0646,0.741,120.071,4,
9351,4hm8BZ7nLceFNZUexWTxx4,530,"¥$, Kanye West, Ty Dolla $ign",0.538,0.406,11,-9.068,0,0.116,0.483,0.0,0.38,0.365,101.317,5,
9352,7JMtl41kGPDlzxsH3FkkqD,MTG QUERO VER SE VOCÊ TEM ATITUDE,Dj Luan Gomes,0.669,0.291,4,-1.091,0,0.497,0.479,2.34e-05,0.17,0.391,84.435,5,
9353,0qNn2f6o9fIva9rjQw6r74,to nie koniec z wami,Chivas,0.409,0.571,6,-8.468,0,0.0882,0.612,0.0,0.0945,0.31,74.649,4,
9354,57Z7lSnhwx82laEb6rdZPB,Alam Mo Ba Girl,Hev Abi,0.693,0.853,5,-3.989,0,0.422,0.298,0.0,0.153,0.603,155.961,4,
9355,3VoiH20aQU7IbbgVidWE5P,Carrousel,"Saad Lamjarred, Enesse",0.482,0.713,11,-5.666,0,0.204,0.584,0.0,0.107,0.768,90.009,3,
9356,2lWTuFXXVJJ6VEBbXQqLkF,Þar sem hjartað slær (Þjóðhátíðarlag 2012),"Halldór Gunnar, Sverrir Bergmann",0.263,0.388,1,-7.224,0,0.0319,0.325,0.0,0.0748,0.139,156.933,3,
9357,2WsIhIkXnoXSQ4NjdnhjIN,Töfrar,Jóhanna Guðrún,0.575,0.508,2,-8.507,1,0.0309,0.0307,0.000291,0.0942,0.25,83.946,4,
9358,6iFWnrgsxG0o4YH28Qu14R,Lífið er yndislegt,"Bergsveinn, Magni, Hreimur, Grettiskórinn",0.549,0.457,7,-9.506,1,0.0244,0.0159,0.0,0.0766,0.315,86.025,4,
9359,1a6CncFFqHUL5jTZo2uo6f,Ég Fer Á Þjóðhátíð (feat. Sverrir Bergmann),"FM95BLÖ, Sverrir Bergmann",0.644,0.743,0,-4.776,0,0.139,0.214,0.0,0.182,0.537,126.042,4,
9360,0rKRoNSGc9JlfR5Jpta1NP,Ástin á sér stað,"Friðrik Dór, Sverrir Bergmann, Albatross",0.683,0.637,6,-6.806,0,0.0326,0.0498,0.0,0.112,0.523,95.005,4,
9361,4OVD1iLIGfdYhh0jUWsluy,Afgan,Bubbi Morthens,0.449,0.616,6,-7.807,0,0.0338,0.368,0.000119,0.0357,0.349,188.197,3,
9362,7GOpB2lDCnBxd3yUEaOaXb,Þjóðhátíð Bíður,FM95BLÖ,0.495,0.542,8,-5.891,1,0.035,0.263,0.0,0.103,0.313,129.115,4,
9363,0TrsGqtFXMWCrF9pPMICY9,Paon Ki Jutti,"Jyoti Nooran, Jaani, Bunny",0.726,0.714,5,-4.661,1,0.187,0.338,0.0,0.247,0.612,116.043,4,
9364,0qA2qykpcGdVl3tiiYum4g,Blå Himmel (feat. Hans Philip),"KESI, Hans Philip",0.743,0.529,3,-5.292,1,0.107,0.2,0.0,0.244,0.505,102.027,4,
9365,5S8zFPQ3KIlF2y9Kt8mRhg,¿Cuál Es Su Nombre?,"Lucky Brown, Jere Klein, Mateo on the Beatz",0.815,0.733,0,-5.576,1,0.101,0.0488,1.7e-06,0.302,0.753,100.037,4,
9366,6u9tu5yRDTHpWlY86J1GDa,Nem a Pau (feat. Simone Mendes) - Ao Vivo,"Yasmin Santos, Simone Mendes",0.754,0.794,1,-4.156,0,0.0645,0.604,0.0,0.801,0.553,101.978,4,
9367,6IFMz6Buh3dKoUjULWE26n,Página De Ex - Ao Vivo,Mari Fernandez,0.709,0.915,0,-2.701,0,0.0463,0.272,0.0,0.233,0.926,164.007,4,
9368,0RGT83DJ256Fxg4f6vcsgq,Starata ni pesen,Preslava,0.736,0.885,1,-4.692,1,0.142,0.0121,0.0,0.101,0.818,89.972,4,
9369,48lcmlbwm4VHcOfXqWlVbx,Kokotela (feat. Scotts Maphuma & Gipa),"Mellow & Sleazy, Eltee, LeeMcKrazy, Scotts Maphuma, Gipa",0.89,0.629,5,-8.598,0,0.0537,0.0316,0.00417,0.0775,0.237,112.007,4,
9370,3pImmSzeKex5ffzsDoaL3z,Izenzo,"Bassie, Aymos, T-Man SA",0.748,0.56,4,-13.918,0,0.0563,0.575,0.00117,0.141,0.492,112.0,4,
9371,1tvDDR0ZAowEqKLN15g7tH,Wenhliziyo Yami,"Zwide, Umafikizolo, uMehlabomvu",0.689,0.649,7,-7.011,0,0.0336,0.638,0.206,0.0915,0.97,146.066,4,
9372,1EmMFSLRVkOszCa4ul9z0F,3107 3,"W/N, Duongg, Nau, titie",0.663,0.344,0,-14.025,1,0.0495,0.922,0.00298,0.0916,0.469,135.904,4,
9373,6UrsyvM8b3RMperY8vybgK,TIME MOVING SLOW,"¥$, Kanye West, Ty Dolla $ign",0.777,0.607,4,-8.227,0,0.199,0.176,0.0,0.228,0.261,120.866,4,
9374,3OIzMTyg6PIV2ZsefS3O2n,DEAD,"¥$, Kanye West, Ty Dolla $ign",0.868,0.425,11,-10.0,1,0.388,0.0455,3.86e-05,0.108,0.145,134.044,4,
9375,27N2bd3ait2QOnprc4seCK,RIVER,"¥$, Kanye West, Ty Dolla $ign",0.709,0.415,1,-10.811,1,0.0876,0.203,0.0,0.146,0.292,131.929,4,
9376,249MAyb50uYCBMck0hSpz3,LIFESTYLE,"¥$, Kanye West, Ty Dolla $ign",0.632,0.568,0,-6.915,1,0.344,0.377,0.0,0.126,0.587,74.956,4,
9377,51Ku9WXBmDgg9Ni5jg5kuR,HUSBAND,"¥$, Kanye West, Ty Dolla $ign",0.571,0.235,0,-11.737,1,0.202,0.838,4.54e-06,0.111,0.195,149.79,4,
9378,2D4DUc5XU6p8iBmzjPH9AZ,HERO,"Kizo, Bletka, clearmind, papablessbeatz",0.718,0.761,2,-6.839,1,0.129,0.118,3.82e-05,0.166,0.562,143.057,4,
9379,4aqkICleG6HLRc2ygpWqN1,Na Na Na,BINI,0.692,0.874,1,-4.632,1,0.0568,0.225,0.0,0.0636,0.874,129.983,4,
9380,6ZB1dFgdUW6I9qzW7Oap6o,Idyll,Postgirobygget,0.525,0.63,7,-9.245,1,0.0297,0.485,1.83e-05,0.0812,0.535,156.139,4,
9381,3uN27f0O5xfPmEtw1JoroP,Ratata,La Fuente,0.886,0.83,11,-4.745,1,0.123,0.00404,0.0777,0.0338,0.921,127.002,4,
9382,1mY0VsIKyYyMHhCESCqBzw,Priekšnieku Nav (feat. Mazais Zaļais & Pēteris Upelnieks),"OLAS, Mazais Zaļais, Peteris Upelnieks",0.608,0.784,7,-7.644,0,0.418,0.268,0.0,0.565,0.742,120.036,4,
9383,60QN1JrgYM7jcfW8pdQFqT,Sinceramente,Annalisa,0.73,0.803,3,-3.056,0,0.04,0.036,0.0,0.14,0.406,126.049,4,
9384,4uL9uKOOrtjuAoXLaeDyoa,דרבק,Moni,0.883,0.673,5,-6.363,0,0.113,0.00734,0.0146,0.0717,0.485,130.033,4,
9385,5ZLL6wYXeqg0k35ZkDRfhZ,Pour Me A Drink (Feat. Blake Shelton),"Post Malone, Blake Shelton",0.577,0.904,11,-3.817,1,0.033,0.0018,0.0,0.308,0.861,119.033,4,
9386,3wszhvnFWgMXzYGJVQweII,Ingelosi,"Da Gifto, Brandon Dhludhlu",0.855,0.602,8,-7.837,0,0.0534,0.00144,4.58e-06,0.0329,0.562,114.02,4,
9387,5WIKVELHZYJ4vl3x3xlbZD,Ổ Quỷ,"DMT, Dangrangto, TeuYungBoy, summerdayy, Rocky CDE",0.897,0.535,6,-10.331,0,0.287,0.00455,0.0,0.085,0.429,81.998,4,
9388,4kCGXKoHyfvpSF535X4Z4p,SERIO CON ESE Q,"Omar Courtz, Anuel AA",0.693,0.775,8,-4.244,1,0.0665,0.296,0.0,0.232,0.501,93.013,4,
9389,5u7Xi0QhfkYy3qETJJ5lae,Samba de Malandro,"MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",0.633,0.463,5,-4.479,0,0.353,0.124,0.0,0.247,0.827,92.615,4,
9390,0E7BHJOqSKVPF7rjgazKOe,Din i kveld,"Broiler, Randi Oline",0.69,0.803,3,-5.509,0,0.0476,0.211,3.08e-06,0.0591,0.329,127.079,4,
9391,6vnToAh7RIRYU4XMM2Wir4,Santorini,Seyi Vibez,0.669,0.703,4,-6.113,0,0.0581,0.0788,1.9e-05,0.157,0.762,108.123,4,
9392,46r8XGC6pHS7EEgn6xjrXD,CHIRON,Tchubi,0.539,0.605,9,-9.054,0,0.368,0.0762,1.79e-05,0.27,0.518,95.494,5,
9393,57L5EYzCfHS7Jd58rV33lW,HIGHJACK,"A$AP Rocky, Jessica Pratt",0.61,0.682,7,-4.877,1,0.123,0.318,0.0,0.321,0.694,142.966,4,
9394,2H7euNHOF7uADN6dfsWoZa,Cosmic,Red Velvet,0.718,0.565,1,-4.613,1,0.0537,0.0296,0.0,0.169,0.654,105.949,4,
9395,7xCERkcrLa4ICfYztdIFJ5,O primm post,Cosang,0.574,0.875,8,-4.949,0,0.0852,0.0857,0.0,0.313,0.143,100.048,4,
9396,5lWJY6ZvKEcza921CaWL5I,Se SipPo La LeaN,"yungest Moonstar, thasup",0.71,0.823,0,-4.447,1,0.0615,0.0084,0.0,0.0986,0.197,132.051,4,
9397,61PswshZBCBEJknkgkvgGS,Miklu meira en bara tyggjó,"HubbaBubba, Gugga í Gúmmíbát",0.729,0.71,11,-6.131,0,0.217,0.313,0.000122,0.0823,0.485,128.21,4,
9398,3Y1EvIgEVw51XtgNEgpz5c,Von dutch,Charli xcx,0.706,0.698,10,-5.679,1,0.0537,0.00298,0.00375,0.116,0.648,130.013,4,
9399,5uIy18j51mPvUhDcrGuj1p,Kongen Af Danmark,"Malte Ebert, Herrelandsholdet",0.627,0.878,8,-5.52,1,0.0403,0.00487,0.0,0.33,0.645,137.984,4,
9400,7liiiDKC9RGse15pDsze8I,Blockjunge,Samra,0.48,0.686,7,-6.788,0,0.392,0.136,0.0,0.106,0.366,93.536,4,
9401,2OnRAIXiSAiw3ACAvPRi8d,HELIKOPTER,AK AUSSERKONTROLLE,0.81,0.766,7,-6.94,1,0.0716,0.0266,0.00551,0.0904,0.168,123.942,4,
9402,68HZdKRvIVj3ZNNCvsdbAr,Van Cleef,MERO,0.787,0.775,9,-4.923,0,0.0377,0.0698,0.000507,0.2,0.734,127.998,4,
9403,2OcddgkDq1HKmtyRy41iYw,Lass es zu,Nimo,0.848,0.909,2,-4.231,0,0.039,0.0302,1.83e-06,0.0888,0.851,120.966,4,
9404,2VgLF1R5P4tunR4BPmj1xW,Arbeitsamt (feat. Abdï),"Amo, Celo & Abdi",0.871,0.66,1,-6.512,1,0.0961,0.181,6.37e-05,0.128,0.528,134.844,4,
9405,6OhaOqmyvCMeWoav3gzPQu,Verdien's Dir,Sara Dastjani,0.683,0.69,11,-5.988,1,0.316,0.14,0.0,0.247,0.565,94.178,4,
9406,24R0oyjvhV4HIFFvoK3XkP,TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",0.711,0.59,6,-5.967,0,0.271,0.26,1.83e-06,0.0798,0.702,86.429,5,
9407,6FUD09WDv4cyKUklIzhLSm,MADURO RENUNCIA,Pupu Records,0.749,0.676,8,-9.403,1,0.0631,0.049,0.099,0.596,0.759,130.067,4,
9408,3pBWA9H0QsXnpkep5vmwoM,Beni Hatırla,Nazan Öncel,0.686,0.624,10,-8.407,0,0.0476,0.53,2.68e-05,0.178,0.64,84.019,4,
9409,4ObQ5sbaP5PDCSfv1y6RdT,Ben Sarhoş Oldum,Kamuran Akkor,0.568,0.659,1,-6.318,0,0.0356,0.682,9.55e-06,0.275,0.416,103.308,4,
9410,2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,0.791,0.694,6,-4.332,0,0.0335,0.0736,1.75e-06,0.0958,0.826,123.508,4,
9411,5pOrEeFOLrZiWaQPv9l1Qn,اغاني عراقي حزين | الله وياه راح انساه - ترك الروح بالم خلاها - بطيئ,Mohamed Mahrous,0.512,0.799,7,-7.934,1,0.258,0.648,0.0,0.344,0.743,132.75,4,
9412,69phA1R4gmQsBFRQ3INW8C,ONE CALL,Rich Amiri,0.65,0.539,1,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,158.105,4,
9413,7KbJRPtHT3uVD2gmqO8A4u,Wosk,"4Money, Gibbs",0.851,0.58,4,-6.536,0,0.253,0.464,4.13e-06,0.256,0.721,119.952,4,
9414,0y5Ex8oQ8zCH5TQxHUy1Eo,you look like you love me (feat. Riley Green),"Ella Langley, Riley Green",0.663,0.675,11,-5.851,1,0.0321,0.353,0.0,0.21,0.455,128.942,4,
9415,15cHiBhHy9pDBUZV1qGKR5,Larger Than Life,"Armin van Buuren, Chef'Special",0.641,0.943,0,-3.579,1,0.0554,0.00617,0.0,0.355,0.498,133.997,4,
9416,024pThriWXJRFgGQuixYs7,Luchtballon,Joost,0.613,0.915,6,-6.212,1,0.0843,0.171,0.000101,0.143,0.43,176.083,4,
9417,1RkkjNnU8I4PDrzkZHECWf,PRIMO,"Tito Double P, Natanael Cano",0.661,0.808,3,-6.28,0,0.0347,0.355,0.0,0.131,0.7,144.886,3,
9418,22DH8NChecsgPxDjA4pqer,Tough,"Quavo, Lana Del Rey",0.582,0.557,8,-7.981,0,0.101,0.452,1.87e-05,0.121,0.211,84.989,4,
9419,371l4ekF9cDC2D5WuuabU6,TUTA GOLD,Mahmood,0.743,0.747,9,-6.925,0,0.05,0.644,0.000938,0.179,0.787,123.037,4,
9420,7fcFn0EdQleBdarD7yLp95,מבת ים ועד הנצח,Omer Adam,0.694,0.504,10,-8.092,0,0.0424,0.358,0.0,0.0895,0.411,139.896,4,
9421,2vR9gmLutur2qzskoEcYna,חומר ממכר,Ben Chen,0.5,0.7,11,-8.35,0,0.0553,0.243,0.0,0.159,0.331,169.927,4,
9422,2RadWC8dJhTEkvSBTndJZ5,Boleh Juga,Salma Salsabil,0.585,0.716,9,-5.334,0,0.0301,0.314,0.0,0.108,0.591,98.988,4,
9423,7kwk6IdfKLnP1srqfXVOjq,與我無關,MC 張天賦,0.61,0.671,10,-7.05,1,0.0427,0.466,0.0,0.106,0.275,131.996,4,
9424,4RPbBXNO6784XLVOVBGCT0,Kamia San Esena,Bossikan,0.695,0.449,10,-10.614,0,0.168,0.332,3.4e-06,0.0911,0.286,175.928,4,
9425,0j0pOCUmnBHvxjD2EDc3dk,Doucement - Nouvelle École,Dadi,0.847,0.545,4,-9.252,0,0.224,0.00522,0.00042,0.0252,0.509,142.085,4,
9426,3D2wU177Hr5AXTePqaC8KQ,Générique de Fin - Nouvelle École,Youssef Swatt's,0.617,0.726,3,-6.242,0,0.535,0.453,0.0,0.481,0.206,94.601,4,
9427,44i0pQGFw0hq3YzBYvYZaC,Mowgli,KERZA,0.46,0.52,1,-7.619,0,0.0867,0.212,0.0,0.0989,0.409,94.975,4,
9428,0Lk4IiPEKuckiPyUi6EOkp,Lamine Yamal,La Frecuencia,0.683,0.543,4,-9.889,0,0.0562,0.637,0.0,0.145,0.647,81.023,4,
9429,7BpQAkjefbApWBUtKmVMjh,WOLLTEN FREI SEIN (feat. reezy),"HoodBlaq, reezy, Safraoui, Jamal",0.47,0.6,7,-8.219,0,0.104,0.0805,8.7e-05,0.259,0.15,140.164,1,
9430,7jFcvN0U0ZZIXgfyEDYkcj,Rasenschach,Filow,0.883,0.938,9,-6.696,1,0.278,0.0358,0.0,0.0721,0.863,159.018,4,
9431,7BrC5U8OUWPHKR4QgzzoE6,Get Low,"P T K, Yzomandias",0.848,0.826,6,-6.885,0,0.132,0.418,5.52e-06,0.113,0.244,123.993,4,
9432,02YMpD1xbZZzpZbuZNvmD7,Sideways,"Gordo, Drake",0.655,0.57,5,-11.475,0,0.0487,0.527,0.43,0.105,0.487,121.843,4,
9433,2WWlNStuw5Tqg5noCtR7oq,HURTZ,Toxi$,0.807,0.476,8,-8.07,0,0.482,0.492,0.0,0.101,0.443,149.096,4,
9434,3w30KXcLHK8crsWlDAxSVe,Докторе,Galena,0.665,0.83,9,-4.572,0,0.105,0.0562,0.0,0.339,0.595,140.054,4,
9435,4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,
9436,1eUGmzzvahJjOSWgDHuRlv,Girl With The Tattoo Enter.lewd,Miguel,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,4,
9437,4vEtrXSuku5z4G82SwTmIq,LA SOLA,DACHS CENTURY,0.728,0.521,1,-9.015,1,0.0981,0.0462,0.000636,0.101,0.231,149.937,4,
9438,6XEDfdOCvR4xLMPfbixn0y,Una Vez Si Cuenta,La Chica DJ,0.767,0.525,11,-7.927,0,0.0679,0.502,0.000117,0.31,0.431,92.022,4,
9439,1mbSJCKltV0640VQhm3dqX,una niña de Venezuela,Danny Ocean,0.718,0.802,1,-4.949,0,0.0584,0.224,0.0,0.0907,0.937,172.025,4,
9440,0j6z5XTfoOkXY5as8ZKeSH,dale don dale,Shamoryo,0.808,0.681,0,-3.953,1,0.0698,0.14,2.41e-05,0.0591,0.567,121.971,4,
9441,4NYYwPTLIgoyPNG2iu3OrG,Bir Gün Ol Yerimde,"Doğu Swag, Aleyna Tilki",0.585,0.652,7,-5.567,1,0.0344,0.00964,0.0,0.106,0.393,99.981,4,
9442,5tjWDHOCqsbKPuiivil0BM,ARABA,M Lisa,0.768,0.649,1,-8.053,0,0.0565,0.48,0.0,0.0824,0.592,89.971,4,
9443,78ZYPq0f3afyzdYdpTOG9C,Walk,NCT 127,0.725,0.846,4,-4.383,0,0.258,0.021,0.0,0.0554,0.884,97.948,4,
9444,79S6mQUxOs8ANRmJTS7agU,เพลงรักเพลงแรก - Blooming,LANDOKMAI,0.598,0.418,9,-8.151,1,0.0287,0.755,3.89e-06,0.256,0.249,147.974,4,
9445,4OwhwvKESFtuu06dTgct7i,Tiroteo - Remix,"Marc Seguí, Rauw Alejandro, Pol Granch",0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427,4,
9446,0kQANryNS3gaQ1OAA1yPNg,Say,keshi,0.671,0.659,5,-7.961,0,0.0374,0.418,0.00115,0.125,0.628,102.035,4,
9447,3RkSwrsIadAvqVtMp5yhaB,XO (Only If You Say Yes),ENHYPEN,0.662,0.761,8,-6.885,1,0.0532,0.112,0.0,0.21,0.471,96.95,4,
